Arrondissement,Commerces,Culture,Enseignement,Environnement,Qualité de vie,Santé,Sports et loisirs,Sécurité,Transports,Etiquette_GES,Etiquette_DPE,nombre_de_bars,nombre_de_club,Valeur fonciere,Surface reelle bati,Nombre pieces principales,Adresse,prix_m2,Appartement,Maison,lat,long
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,440000.0,44.0,2.0,72 RUE DU TEMPLE 75003,10000.0,1,0,48.861401,2.356385
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,550000.0,55.0,3.0,24 RUE DES GRAVILLIERS 75003,10000.0,1,0,48.863864,2.356787
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,649000.0,65.0,3.0,8 RUE AU MAIRE 75003,9984.62,1,0,48.86458,2.356974
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,448720.0,45.0,2.0,42 RUE MESLAY 75003,9971.56,1,0,48.868233,2.357811
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,229218.0,23.0,1.0,56 RUE CHAPON 75003,9966.0,1,0,48.864104,2.353774
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,527800.0,53.0,3.0,322 RUE SAINT MARTIN 75003,9958.49,1,0,48.868177,2.355311
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,378000.0,38.0,2.0,6 RUE DEBELLEYME 75003,9947.37,1,0,48.860539,2.364028
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,179000.0,18.0,1.0,19 RUE COMMINES 75003,9944.44,1,0,48.862321,2.366422
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,159000.0,16.0,1.0,61 RUE DE TURBIGO 75003,9937.5,1,0,48.865841,2.35729
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,178800.0,18.0,1.0,100 RUE DE TURENNE 75003,9933.33,1,0,48.862472,2.364748
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,217950.0,22.0,1.0,29 RUE DEBELLEYME 75003,9906.82,1,0,48.86241,2.363839
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,950000.0,96.0,3.0,29 RUE DES GRAVILLIERS 75003,9895.83,1,0,48.863929,2.356236
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,445000.0,45.0,3.0,1 BD DES FILLES DU CALVAIRE 75003,9888.89,1,0,48.862221,2.364861
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,918000.0,93.0,3.0,28 RUE BEAUBOURG 75003,9870.97,1,0,48.861932,2.354021
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,730000.0,74.0,3.0,151 RUE DU TEMPLE 75003,9864.86,1,0,48.864103,2.358845
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,335000.0,34.0,1.0,35 RUE DES GRAVILLIERS 75003,9852.94,1,0,48.864043,2.355839
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,255000.0,26.0,2.0,3 RUE BLONDEL 75003,9807.69,1,0,48.868472,2.354817
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,1323000.0,135.0,6.0,3 RUE DE SAINTONGE 75003,9800.0,1,0,48.860977,2.361456
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,1075000.0,110.0,5.0,69 BD BEAUMARCHAIS 75003,9772.73,1,0,48.858,2.367705
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,185000.0,19.0,1.0,7 RUE DU VERTBOIS 75003,9736.84,1,0,48.866816,2.35878
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,360000.0,37.0,2.0,223 RUE SAINT MARTIN 75003,9729.73,1,0,48.86432,2.352981
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,350000.0,36.0,2.0,6 RUE DES HAUDRIETTES 75003,9722.22,1,0,48.861637,2.3576
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,1214312.0,125.0,4.0,29 RUE MESLAY 75003,9714.5,1,0,48.86776,2.359561
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,650000.0,67.0,3.0,43 RUE DE SAINTONGE 75003,9701.49,1,0,48.862896,2.363736
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,960000.0,100.0,3.0,17 RUE DU PONT AUX CHOUX 75003,9600.0,1,0,48.861134,2.365591
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,115000.0,12.0,1.0,7 RUE GRENETA 75003,9583.33,1,0,48.865321,2.352702
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,171429.0,18.0,1.0,9 RUE NOTRE-DAME DE NAZARETH 75003,9523.83,1,0,48.867035,2.360757
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,542500.0,57.0,3.0,9 RUE NOTRE-DAME DE NAZARETH 75003,9517.54,1,0,48.867035,2.360757
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,190000.0,20.0,2.0,68 RUE NOTRE-DAME DE NAZARETH 75003,9500.0,1,0,48.867784,2.356374
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,425000.0,45.0,4.0,3 RUE DE BRAQUE 75003,9444.44,1,0,48.860718,2.357039
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,725000.0,77.0,3.0,17 RUE DU PONT AUX CHOUX 75003,9415.58,1,0,48.861134,2.365591
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,280000.0,30.0,2.0,74 RUE DES GRAVILLIERS 75003,9333.33,1,0,48.864489,2.354548
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,280000.0,30.0,2.0,41 RUE BEAUBOURG 75003,9333.33,1,0,48.862253,2.353879
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,121000.0,13.0,1.0,20 RUE DES QUATRE FILS 75003,9307.69,1,0,48.860811,2.359151
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,324000.0,35.0,2.0,68 RUE DES GRAVILLIERS 75003,9257.14,1,0,48.864392,2.354886
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,555380.0,60.0,2.0,19 BD SAINT MARTIN 75003,9256.33,1,0,48.868167,2.359838
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,120000.0,13.0,1.0,106 RUE DE TURENNE 75003,9230.77,1,0,48.862736,2.36476
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,350000.0,38.0,2.0,57 RUE AU MAIRE 75003,9210.53,1,0,48.864954,2.354638
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,265000.0,29.0,1.0,9 RUE CHAPON 75003,9137.93,1,0,48.863102,2.356985
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,109000.0,12.0,1.0,1 RUE BORDA 75003,9083.33,1,0,48.866052,2.357471
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,226000.0,25.0,1.0,21 RUE AU MAIRE 75003,9040.0,1,0,48.8646,2.356336
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,505000.0,56.0,3.0,6 RUE DU FOREZ 75003,9017.86,1,0,48.863661,2.363132
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,395000.0,44.0,3.0,3 RUE DE MONTMORENCY 75003,8977.27,1,0,48.862459,2.357052
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,700000.0,78.0,3.0,77 RUE NOTRE-DAME DE NAZARETH 75003,8974.36,1,0,48.868007,2.354236
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,142895.0,16.0,1.0,14 RUE CAFFARELLI 75003,8930.94,1,0,48.863753,2.36214
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,500000.0,56.0,2.0,11 BD DU TEMPLE 75003,8928.57,1,0,48.86378,2.366056
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,241000.0,27.0,1.0,51 RUE NOTRE-DAME DE NAZARETH 75003,8925.93,1,0,48.86761,2.356823
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,480000.0,54.0,2.0,40 RUE DE MONTMORENCY 75003,8888.89,1,0,48.863513,2.353679
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,115000.0,13.0,1.0,68 RUE NOTRE-DAME DE NAZARETH 75003,8846.15,1,0,48.867784,2.356374
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,150000.0,17.0,1.0,134 RUE DE TURENNE 75003,8823.53,1,0,48.864664,2.364843
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,260000.0,30.0,1.0,167 RUE DU TEMPLE 75003,8666.67,1,0,48.864902,2.359698
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,225000.0,26.0,1.0,22 RUE DU GRENIER SAINT LAZARE 75003,8653.85,1,0,48.863025,2.353376
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,241546.0,28.0,1.0,27 RUE AU MAIRE 75003,8626.64,1,0,48.86465,2.356019
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,460000.0,55.0,2.0,5 RUE SAINTE APOLLINE 75003,8363.64,1,0,48.868719,2.354822
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,410000.0,50.0,2.0,163 RUE SAINT MARTIN 75003,8200.0,1,0,48.862373,2.351952
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,547686.0,67.0,3.0,15 RUE ELZEVIR 75003,8174.42,1,0,48.858823,2.362058
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,138000.0,17.0,1.0,13 RUE DU VERTBOIS 75003,8117.65,1,0,48.866885,2.358449
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,454500.0,56.0,3.0,347 RUE SAINT MARTIN 75003,8116.07,1,0,48.868304,2.355051
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,170000.0,21.0,1.0,4 PAS DES GRAVILLIERS 75003,8095.24,1,0,48.863349,2.356865
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,485000.0,60.0,2.0,4 RUE DU VERTBOIS 75003,8083.33,1,0,48.86662,2.360085
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,240000.0,30.0,1.0,76 RUE QUINCAMPOIX 75003,8000.0,1,0,48.862085,2.351104
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,435950.0,55.0,3.0,3 RUE DU FOIN 75003,7926.36,1,0,48.856854,2.365499
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,465000.0,59.0,2.0,10 RUE DES GRAVILLIERS 75003,7881.36,1,0,48.863564,2.357746
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,550160.0,70.0,3.0,70 RUE DE SAINTONGE 75003,7859.43,1,0,48.864313,2.365574
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,485000.0,62.0,2.0,52 RUE CHAPON 75003,7822.58,1,0,48.864065,2.353925
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,391000.0,50.0,2.0,67 RUE MESLAY 75003,7820.0,1,0,48.868464,2.356002
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,590000.0,77.0,3.0,5 RUE DE BRAQUE 75003,7662.34,1,0,48.860829,2.356831
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,344000.0,45.0,4.0,3 RUE DE BRAQUE 75003,7644.44,1,0,48.860718,2.357039
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,380000.0,50.0,2.0,69 RUE DE BRETAGNE 75003,7600.0,1,0,48.864448,2.359815
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,364000.0,48.0,2.0,27 BD SAINT MARTIN 75003,7583.33,1,0,48.868287,2.359034
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,212264.0,28.0,1.0,154 RUE DU TEMPLE 75003,7580.86,1,0,48.864453,2.359442
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,241500.0,32.0,1.0,42 RUE DE TURENNE 75003,7546.88,1,0,48.85773,2.364588
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,678850.0,90.0,2.0,5 RUE DE BEARN 75003,7542.78,1,0,48.85693,2.365939
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,270000.0,36.0,2.0,10 RUE DES FRANCS BOURGEOIS 75003,7500.0,1,0,48.856847,2.363293
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,400000.0,54.0,3.0,25 BD DU TEMPLE 75003,7407.41,1,0,48.864899,2.365385
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,450000.0,62.0,2.0,16 RUE DES GRAVILLIERS 75003,7258.06,1,0,48.863703,2.357332
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,700000.0,99.0,4.0,7 RUE BLONDEL 75003,7070.71,1,0,48.868556,2.35433
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,212000.0,30.0,2.0,51 RUE AU MAIRE 75003,7066.67,1,0,48.864884,2.354941
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,155000.0,22.0,1.0,42 RUE DE SAINTONGE 75003,7045.45,1,0,48.862806,2.36379
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,205000.0,30.0,2.0,90 RUE DES ARCHIVES 75003,6833.33,1,0,48.863295,2.360699
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,100000.0,15.0,1.0,5 RUE DU BOURG L ABBE 75003,6666.67,1,0,48.86386,2.352216
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,331450.0,50.0,2.0,163 RUE SAINT MARTIN 75003,6629.0,1,0,48.862373,2.351952
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,593580.0,90.0,4.0,181 RUE SAINT MARTIN 75003,6595.33,1,0,48.862794,2.352198
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,65000.0,10.0,1.0,111 RUE DE TURENNE 75003,6500.0,1,0,48.862458,2.364378
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,250000.0,39.0,2.0,6 RUE DU PONT AUX CHOUX 75003,6410.26,1,0,48.861123,2.36641
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,115000.0,18.0,1.0,45 RUE VOLTA 75003,6388.89,1,0,48.866792,2.358099
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,390000.0,62.0,2.0,71 RUE DES GRAVILLIERS 75003,6290.32,1,0,48.864563,2.354039
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,319873.0,51.0,2.0,10 RUE DES GRAVILLIERS 75003,6272.02,1,0,48.863564,2.357746
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,235000.0,38.0,2.0,67 RUE DES GRAVILLIERS 75003,6184.21,1,0,48.86445,2.354421
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,342095.0,56.0,3.0,22 RUE RAMBUTEAU 75003,6108.84,1,0,48.860952,2.354488
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,230000.0,38.0,2.0,18 RUE COMMINES 75003,6052.63,1,0,48.862198,2.366421
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,300000.0,51.0,2.0,132 RUE DE TURENNE 75003,5882.35,1,0,48.864495,2.364836
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,116500.0,20.0,2.0,19 RUE MESLAY 75003,5825.0,1,0,48.867608,2.360346
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,162500.0,29.0,1.0,23 RUE MICHEL LE COMTE 75003,5603.45,1,0,48.862417,2.355277
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,180000.0,33.0,2.0,41 RUE BEAUBOURG 75003,5454.55,1,0,48.862253,2.353879
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,65000.0,12.0,1.0,22 RUE REAUMUR 75003,5416.67,1,0,48.865114,2.358458
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,155526.0,29.0,1.0,151 RUE SAINT MARTIN 75003,5362.97,1,0,48.86191,2.351692
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,207000.0,45.0,2.0,32 RUE DEBELLEYME 75003,4600.0,1,0,48.862083,2.363604
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,220000.0,50.0,3.0,15 RUE DES FILLES DU CALVAIRE 75003,4400.0,1,0,48.862696,2.365764
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,136000.0,35.0,1.0,39 RUE DES GRAVILLIERS 75003,3885.71,1,0,48.864105,2.35561
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,165000.0,46.0,2.0,57 RUE AU MAIRE 75003,3586.96,1,0,48.864954,2.354638
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,205000.0,62.0,2.0,71 RUE DES GRAVILLIERS 75003,3306.45,1,0,48.864563,2.354039
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,120000.0,38.0,2.0,13 RUE MICHEL LE COMTE 75003,3157.89,1,0,48.862165,2.35611
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,37000.0,12.0,1.0,106 RUE VIEILLE DU TEMPLE 75003,3083.33,1,0,48.86078,2.362445
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,18000.0,6.0,1.0,12 RUE COMMINES 75003,3000.0,1,0,48.861947,2.365845
75003,8.81,9.33,7.81,5.52,7.52,7.93,6.78,7.93,8.19,3.089,5.242,7,3.0,300000.0,127.0,5.0,16 RUE SAINT GILLES 75003,2362.2,1,0,48.857907,2.366402
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2790000.0,103.0,3.0,29 QUAI DE BOURBON 75004,27087.38,1,0,48.85323,2.354469
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,750000.0,28.0,2.0,16 RUE DE LA VERRERIE 75004,26785.71,1,0,48.857295,2.35492
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1200000.0,45.0,3.0,59 RUE SAINT ANTOINE 75004,26666.67,1,0,48.854081,2.363937
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2810000.0,106.0,4.0,23 RUE DE VENISE 75004,26509.43,1,0,48.861107,2.35102
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1650000.0,65.0,3.0,9 QUAI DE BOURBON 75004,25384.62,1,0,48.852537,2.356606
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,3188000.0,128.0,5.0,29 QUAI DE BOURBON 75004,24906.25,1,0,48.85323,2.354469
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,865000.0,35.0,2.0,19 BD HENRI IV 75004,24714.29,1,0,48.851751,2.363948
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,370000.0,15.0,1.0,44 RUE DES TOURNELLES 75004,24666.67,1,0,48.855817,2.367381
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,948000.0,39.0,2.0,13 RUE RAMBUTEAU 75004,24307.69,1,0,48.860405,2.35567
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2749500.0,114.0,3.0,37 QUAI D ANJOU 75004,24118.42,1,0,48.85228,2.357381
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,480000.0,20.0,1.0,25 RUE DES ECOUFFES 75004,24000.0,1,0,48.857231,2.358886
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,3300000.0,139.0,4.0,1 RUE ST LOUIS EN L ILE 75004,23741.01,0,1,48.850574,2.359923
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,869480.0,37.0,2.0,3 QUAI DE BOURBON 75004,23499.46,1,0,48.852458,2.35685
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2564400.0,110.0,3.0,10 RUE ST LOUIS EN L ILE 75004,23312.73,1,0,48.851048,2.358876
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,465000.0,20.0,1.0,38 RUE DU ROI DE SICILE 75004,23250.0,1,0,48.856402,2.35787
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1420000.0,62.0,3.0,40 RUE DU ROI DE SICILE 75004,22903.23,1,0,48.856434,2.357767
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,160000.0,7.0,1.0,14 RUE DU ROI DE SICILE 75004,22857.14,1,0,48.855906,2.359694
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,545000.0,24.0,1.0,8 RUE DE JARENTE 75004,22708.33,1,0,48.855886,2.362685
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2080000.0,92.0,4.0,14 RUE CHANOINESSE 75004,22608.7,1,0,48.853731,2.351005
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,3092000.0,137.0,3.0,6 RUE DU CLOITRE NOTRE DAME 75004,22569.34,1,0,48.85294,2.351496
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,900000.0,40.0,2.0,21 QUAI DE BOURBON 75004,22500.0,1,0,48.853032,2.355081
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,2500000.0,112.0,4.0,18 PL DES VOSGES 75004,22321.43,1,0,48.855663,2.366622
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,643030.0,29.0,1.0,73 RUE ST LOUIS EN L ILE 75004,22173.45,1,0,48.85257,2.354357
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1200000.0,55.0,3.0,59 RUE SAINT ANTOINE 75004,21818.18,1,0,48.854081,2.363937
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1396000.0,65.0,4.0,9 RUE BEAUTREILLIS 75004,21476.92,1,0,48.852793,2.363409
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1175000.0,55.0,2.0,7 RUE DES DEUX PONTS 75004,21363.64,1,0,48.851452,2.356102
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,1365000.0,64.0,4.0,123 RUE SAINT ANTOINE 75004,21328.12,1,0,48.855141,2.36031
75004,6.68,7.4,7.08,4.08,5.6,6.36,5.0,6.64,7.52,3.207,5.194,20,0.0,533050.0,25.0,1.0,14 RUE DE BIRAGUE 75004,21322.0,1,0,48.854526,2.36521
